long_name,overall,potential,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,cf,cm,cb,gk,AttackWorkRate,DefenseWorkRate,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,preferred_foot_Left,preferred_foot_Right,tag_Acrobat,tag_Aerial Threat,tag_Clinical Finisher,tag_Complete Defender,tag_Complete Forward,tag_Complete Midfielder,tag_Crosser,tag_Distance Shooter,tag_Dribbler,tag_Engine,tag_FK Specialist,tag_Playmaker,tag_Poacher,tag_Speedster,tag_Strength,tag_Tackling,tag_Tactician,traits_Cautious With Crosses,traits_Chip Shot (AI),traits_Comes For Crosses,traits_Dives Into Tackles (AI),traits_Early Crosser,traits_Finesse Shot,traits_Flair,traits_GK Long Throw,traits_Giant Throw-in,traits_Injury Prone,traits_Leadership,traits_Long Passer (AI),traits_Long Shot Taker (AI),traits_Long Throw-in,traits_Outside Foot Shot,traits_Playmaker (AI),traits_Power Free-Kick,traits_Power Header,traits_Rushes Out Of Goal,traits_Saves with Feet,traits_Solid Player,traits_Speed Dribbler (AI),traits_Team Player,traits_Technical Dribbler (AI)
Aileen Whelan,76,76,170,63,3,3,64.0,69.0,71.0,75.0,67.0,73.0,60,67,60,77,65,75,66,53,76,78,64,64,69,73,71,73,60,83,73,68,62,71,80,74,60,70.0,54,77,71,14,5,7,10,13,0.0,73,76,70,19,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Carter,77,77,162,56,4,3,72.0,78.0,62.0,76.0,30.0,67.0,59,79,71,75,77,78,60,51,51,80,70,74,66,78,61,78,55,72,69,75,60,22,82,54,78,75.0,25,28,26,13,10,14,15,6,0.0,76,68,48,21,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ellie Brazil,72,78,173,55,3,3,80.0,63.0,65.0,77.0,50.0,59.0,63,59,46,69,68,78,55,51,58,76,81,80,82,70,70,68,76,64,55,62,58,67,76,69,57,73.0,47,45,43,8,15,15,12,11,0.0,72,70,57,20,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Koivisto,82,82,168,60,4,3,76.0,61.0,68.0,66.0,84.0,77.0,73,68,77,70,48,58,60,60,65,70,80,73,73,80,71,63,77,84,75,42,74,83,69,65,67,77.0,84,86,84,6,11,8,13,14,0.0,68,72,82,20,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Robinson,72,85,160,56,3,3,79.0,66.0,67.0,72.0,38.0,63.0,70,68,50,73,61,71,60,51,53,73,79,79,74,68,77,66,67,69,62,65,57,46,76,70,50,61.0,38,32,26,6,8,15,6,12,0.0,71,68,50,17,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayleigh Green,75,75,167,59,3,3,68.0,67.0,71.0,75.0,52.0,71.0,70,74,33,75,68,75,60,51,70,76,68,68,70,76,70,73,72,76,73,48,60,81,75,75,56,74.0,45,47,45,9,13,12,6,12,0.0,72,74,60,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libby Bance,65,84,171,63,3,2,45.0,54.0,64.0,66.0,62.0,62.0,58,51,35,73,54,68,51,47,69,69,45,45,59,56,64,64,59,68,65,51,46,58,58,57,47,53.0,71,66,54,11,8,9,11,6,0.0,60,67,61,16,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maisie Symonds,69,85,173,65,3,3,64.0,64.0,67.0,70.0,62.0,62.0,54,63,49,75,60,71,59,47,74,72,66,63,68,59,73,71,63,55,71,64,49,63,69,69,48,60.0,58,69,65,12,14,15,10,11,0.0,68,71,65,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maya Le Tissier,81,91,171,59,3,3,81.0,58.0,75.0,71.0,82.0,79.0,78,58,80,83,56,65,70,58,80,80,83,79,72,79,66,67,84,88,73,45,79,84,64,58,63,63.0,85,80,79,13,9,12,8,15,0.0,70,76,83,21,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Megan Connolly,78,83,172,64,3,2,64.0,57.0,74.0,72.0,77.0,74.0,64,53,65,81,51,70,71,69,79,79,65,64,66,70,60,69,66,72,74,56,78,75,48,72,63,64.0,79,79,78,13,6,6,12,9,0.0,67,75,77,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megan Walsh,79,82,172,64,3,1,0.0,0.0,0.0,0.0,0.0,0.0,21,7,8,17,8,12,11,10,30,12,35,33,37,74,55,60,69,37,70,14,27,8,10,59,23,58.0,17,15,16,76,75,80,80,84,34.0,26,30,27,80,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Victoria Williams,80,80,180,67,4,2,55.0,44.0,67.0,60.0,80.0,81.0,53,33,74,79,35,50,60,53,79,76,52,57,47,75,56,65,84,69,87,45,81,78,45,55,58,78.0,84,81,77,11,7,10,14,15,0.0,58,70,80,21,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Abbey-Leigh Stringer,76,76,183,74,3,3,46.0,66.0,69.0,69.0,72.0,84.0,52,69,65,79,56,74,53,53,75,75,62,33,39,69,35,69,74,68,90,60,90,70,64,70,56,74.0,69,78,72,6,13,9,8,6,0.0,68,75,76,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooke Cairns,57,77,166,57,3,2,74.0,57.0,57.0,60.0,53.0,61.0,49,55,42,61,51,58,47,45,59,59,73,75,70,45,71,66,71,55,68,53,47,45,59,61,55,58.0,55,57,57,13,7,13,12,11,0.0,59,59,57,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dagný Brynjarsdóttir,79,79,179,66,3,3,64.0,72.0,70.0,71.0,78.0,82.0,48,76,84,81,60,70,45,55,79,75,63,64,74,70,40,67,74,82,86,67,75,75,80,78,79,78.0,80,77,75,13,8,7,15,6,0.0,74,79,79,19,1.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grace Fisk,77,84,172,59,3,2,54.0,43.0,65.0,63.0,79.0,71.0,60,31,74,75,46,56,61,42,70,73,48,58,50,71,66,64,73,69,69,45,79,85,46,56,50,73.0,80,78,76,7,15,13,11,11,0.0,58,68,79,20,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kate Longhurst,79,79,168,60,3,2,63.0,53.0,72.0,66.0,82.0,71.0,65,46,81,79,35,58,60,63,78,76,55,69,66,74,67,65,76,78,63,57,79,81,43,65,70,77.0,84,81,82,8,11,9,13,7,0.0,62,73,79,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kateřina Svitková,80,82,167,60,3,4,77.0,74.0,72.0,84.0,75.0,68.0,83,75,73,70,70,87,86,69,66,86,75,79,78,78,72,79,66,80,63,69,68,79,75,64,76,65.0,68,78,76,13,11,10,11,10,0.0,77,77,75,21,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lucy Parker,73,82,173,66,3,2,62.0,35.0,59.0,61.0,75.0,71.0,45,39,69,73,40,57,45,44,60,69,62,62,54,71,55,13,65,65,75,40,71,80,45,56,48,65.0,79,72,69,7,12,12,8,14,0.0,56,65,75,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mel Filis,69,85,169,66,3,3,66.0,71.0,65.0,66.0,40.0,66.0,51,71,45,74,60,68,45,49,69,70,67,66,41,57,73,74,31,64,77,73,50,47,74,68,62,73.0,31,43,41,13,10,10,9,9,0.0,69,69,51,17,0.5,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisha Lehmann,81,88,165,55,4,4,80.0,76.0,74.0,82.0,57.0,66.0,81,75,39,75,68,86,74,69,56,83,81,79,82,79,57,79,65,82,55,74,74,47,83,81,78,71.0,54,68,67,14,7,12,14,6,0.0,80,78,64,21,1.0,1.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chantelle Boye-Hlorkah,70,71,169,58,3,3,74.0,66.0,66.0,72.0,38.0,58.0,69,68,60,68,59,72,63,47,62,74,74,74,76,60,69,63,71,55,62,66,50,47,77,69,55,60.0,32,34,32,9,9,13,9,12,0.0,70,67,50,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freya Gregory,70,84,169,59,3,3,73.0,63.0,65.0,70.0,43.0,62.0,73,68,34,62,57,71,67,47,59,71,75,72,71,62,68,65,55,69,65,50,49,56,68,69,57,58.0,53,32,30,14,9,12,15,5,0.0,67,65,51,18,0.5,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laura Blindkilde Brown,71,85,162,56,5,3,73.0,53.0,69.0,70.0,56.0,53.0,51,48,49,79,50,68,52,49,78,72,70,75,72,70,79,59,55,68,46,53,51,56,70,73,57,56.0,58,57,57,9,6,7,6,6,0.0,67,73,59,16,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayumi Pacheco,81,88,164,55,3,3,82.0,51.0,75.0,81.0,77.0,76.0,82,46,69,82,48,85,70,69,73,81,80,83,87,78,61,63,76,89,64,46,90,79,63,61,68,63.0,82,76,73,15,14,6,8,12,0.0,71,77,79,21,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meaghan Sargeant,72,73,170,58,3,2,49.0,40.0,59.0,49.0,76.0,64.0,51,28,65,69,33,34,52,46,58,60,61,40,60,65,68,63,64,55,66,41,69,69,41,54,49,60.0,75,84,82,14,5,7,14,11,0.0,50,60,73,19,0.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivia McLoughlin,64,85,160,57,3,2,62.0,48.0,60.0,62.0,63.0,49.0,52,46,55,64,46,59,49,51,67,67,58,66,63,58,62,60,52,65,34,40,66,60,43,59,53,57.0,65,64,66,7,6,8,5,10,0.0,57,63,62,15,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramona Petzelberger,77,77,163,54,3,3,71.0,73.0,73.0,77.0,42.0,60.0,81,75,34,78,65,79,63,56,61,80,70,71,65,76,78,64,70,73,55,79,56,44,82,73,59,66.0,34,51,42,11,12,8,11,8,0.0,76,74,53,20,1.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remi Allen,76,76,158,52,3,3,63.0,64.0,73.0,74.0,74.0,52.0,63,68,55,81,57,74,61,55,73,77,58,67,72,76,81,51,30,80,34,67,66,78,78,75,61,60.0,75,79,71,5,14,7,14,7,0.0,72,76,70,19,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ruesha Littlejohn,73,73,168,57,3,3,65.0,58.0,71.0,71.0,69.0,63.0,56,58,47,83,51,70,58,55,73,76,62,68,63,70,77,65,55,70,52,49,85,68,70,70,56,60.0,69,76,69,13,11,6,6,7,0.0,69,73,70,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Mayling,79,84,166,58,3,3,73.0,59.0,71.0,71.0,78.0,74.0,82,57,76,72,43,67,68,73,70,76,67,77,75,73,65,67,76,82,71,56,73,78,54,60,70,74.0,81,77,76,13,6,12,7,7,0.0,66,72,78,18,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Brosnan,73,76,175,73,3,1,0.0,0.0,0.0,0.0,0.0,0.0,13,8,7,30,9,19,17,16,35,25,39,37,38,76,53,49,58,25,72,14,21,9,13,46,23,42.0,10,11,12,69,69,65,74,76,38.0,29,33,26,74,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Turner,76,76,170,58,3,2,65.0,49.0,65.0,64.0,77.0,66.0,72,46,76,70,48,59,65,69,54,73,64,66,65,66,60,60,74,79,59,45,67,76,54,58,52,58.0,79,77,76,12,13,13,7,14,0.0,61,66,75,20,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grace Clinton,60,78,172,64,3,2,66.0,60.0,60.0,62.0,58.0,62.0,52,62,43,69,56,61,49,49,58,64,67,65,65,59,61,65,45,34,83,53,49,45,62,60,43,64.0,65,64,63,6,10,11,7,5,0.0,62,62,62,15,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megan Finnigan,73,78,174,59,3,2,57.0,43.0,63.0,62.0,74.0,73.0,43,34,73,76,44,56,60,59,70,68,56,58,61,71,55,58,73,69,74,45,73,71,41,56,50,73.0,77,73,71,8,10,13,7,7,0.0,57,67,75,17,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicoline Sørensen,71,76,179,61,3,3,69.0,66.0,61.0,73.0,39.0,65.0,55,65,74,73,66,76,54,48,50,76,69,69,66,68,49,69,56,55,74,66,56,36,75,59,53,67.0,33,37,29,5,11,6,15,11,0.0,71,65,52,19,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poppy Pattinson,72,82,166,60,3,2,69.0,47.0,65.0,62.0,70.0,61.0,75,43,68,72,41,54,66,59,60,72,68,69,67,70,52,57,45,69,62,45,53,69,45,49,50,63.0,74,68,65,11,11,10,10,14,0.0,59,64,69,20,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rikke Sevecke,74,79,180,69,3,2,58.0,46.0,63.0,62.0,75.0,71.0,55,40,81,75,46,57,47,43,67,69,56,59,62,70,43,63,76,69,70,45,73,77,39,54,52,73.0,74,73,71,8,11,8,7,15,0.0,57,66,76,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Magill,64,64,165,58,3,3,69.0,63.0,57.0,65.0,34.0,55.0,55,65,50,65,61,63,56,51,42,68,68,69,67,66,72,60,55,42,61,61,57,28,69,56,52,58.0,32,37,30,10,11,11,15,9,0.0,64,59,47,19,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esme Morgan,74,85,178,59,3,2,76.0,34.0,70.0,67.0,72.0,69.0,65,32,59,85,34,66,63,22,75,73,75,76,60,68,60,43,72,68,69,25,68,70,43,59,41,63.0,77,74,71,7,9,5,13,8,0.0,60,70,73,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Park,76,89,161,56,3,4,85.0,64.0,68.0,83.0,41.0,57.0,63,65,49,74,63,86,66,48,63,85,87,83,83,69,80,61,54,68,52,65,57,39,72,73,60,60.0,37,48,31,8,8,11,9,7,0.0,75,72,51,17,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Laura Coombs,77,77,162,57,3,3,69.0,76.0,73.0,76.0,68.0,62.0,58,78,45,84,71,78,53,65,77,79,68,69,65,74,73,75,54,69,60,80,60,70,72,73,59,67.0,68,72,70,11,5,15,13,12,0.0,75,77,69,20,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
